@RELATION snake_game_train

@ATTRIBUTE snake_length NUMERIC
@ATTRIBUTE snake_x {WEST, EAST}
@ATTRIBUTE snake_y {NORTH, SOUTH}
@ATTRIBUTE food_x {WEST, EAST}
@ATTRIBUTE food_y {NORTH, SOUTH}
@ATTRIBUTE rel_pos {0, 1, 2, 3}
@ATTRIBUTE score NUMERIC
@ATTRIBUTE direction {NORTH, SOUTH, WEST, EAST}

@DATA
35,WEST,NORTH,EAST,SOUTH,3,2078,SOUTH
28,EAST,SOUTH,EAST,NORTH,1,1556,NORTH
22,EAST,SOUTH,WEST,SOUTH,2,1226,WEST
8,WEST,NORTH,WEST,SOUTH,3,300,SOUTH
25,WEST,NORTH,EAST,SOUTH,3,1510,SOUTH
12,EAST,SOUTH,EAST,SOUTH,3,567,EAST
24,WEST,SOUTH,EAST,NORTH,1,1392,EAST
40,WEST,NORTH,EAST,SOUTH,3,2285,EAST
30,WEST,SOUTH,WEST,NORTH,1,1665,SOUTH
34,WEST,SOUTH,WEST,SOUTH,2,1881,SOUTH
25,EAST,NORTH,WEST,SOUTH,2,1434,SOUTH
3,WEST,NORTH,WEST,SOUTH,2,-11,SOUTH
21,WEST,NORTH,EAST,SOUTH,3,1192,SOUTH
10,WEST,SOUTH,EAST,NORTH,1,456,NORTH
6,WEST,NORTH,EAST,NORTH,3,137,SOUTH
26,EAST,NORTH,EAST,NORTH,1,1428,NORTH
35,WEST,NORTH,EAST,SOUTH,3,2061,EAST
24,EAST,NORTH,WEST,NORTH,0,1423,WEST
20,WEST,NORTH,WEST,NORTH,0,1129,WEST
20,WEST,SOUTH,WEST,SOUTH,1,1145,WEST
5,WEST,SOUTH,WEST,SOUTH,2,135,SOUTH
23,WEST,SOUTH,EAST,NORTH,1,1313,SOUTH
30,EAST,NORTH,EAST,NORTH,1,1806,NORTH
37,EAST,SOUTH,EAST,SOUTH,3,2164,EAST
26,EAST,NORTH,WEST,NORTH,2,1478,WEST
32,WEST,NORTH,WEST,NORTH,1,1925,NORTH
20,WEST,SOUTH,WEST,SOUTH,0,1133,EAST
46,WEST,NORTH,WEST,SOUTH,2,2578,EAST
24,WEST,SOUTH,EAST,NORTH,1,1402,EAST
3,WEST,SOUTH,WEST,SOUTH,2,-40,SOUTH
7,EAST,SOUTH,EAST,SOUTH,1,288,EAST
3,EAST,NORTH,EAST,SOUTH,3,-23,EAST
29,WEST,SOUTH,WEST,SOUTH,3,1665,EAST
19,WEST,SOUTH,WEST,SOUTH,0,1053,SOUTH
34,WEST,NORTH,EAST,NORTH,1,2047,EAST
9,WEST,SOUTH,WEST,NORTH,0,418,WEST
26,EAST,SOUTH,EAST,SOUTH,2,1573,EAST
33,EAST,SOUTH,EAST,NORTH,1,1970,EAST
13,WEST,NORTH,WEST,NORTH,0,624,WEST
36,WEST,SOUTH,WEST,NORTH,0,2105,NORTH
29,WEST,NORTH,WEST,NORTH,0,1727,NORTH
39,WEST,SOUTH,WEST,SOUTH,0,2214,SOUTH
29,WEST,SOUTH,WEST,SOUTH,3,1666,EAST
14,EAST,SOUTH,WEST,SOUTH,2,697,WEST
29,WEST,NORTH,WEST,NORTH,0,1587,WEST
45,WEST,NORTH,WEST,NORTH,0,2503,NORTH
38,EAST,NORTH,WEST,SOUTH,2,2138,WEST
15,WEST,NORTH,WEST,NORTH,1,791,EAST
44,EAST,SOUTH,WEST,NORTH,0,2445,WEST
41,EAST,SOUTH,WEST,SOUTH,2,2298,SOUTH
35,EAST,NORTH,WEST,NORTH,0,1939,NORTH
26,EAST,NORTH,EAST,NORTH,1,1429,NORTH
5,WEST,SOUTH,WEST,SOUTH,2,83,SOUTH
19,WEST,NORTH,WEST,SOUTH,3,1078,NORTH
43,EAST,NORTH,EAST,NORTH,3,2383,EAST
23,EAST,SOUTH,EAST,NORTH,1,1360,EAST
33,EAST,NORTH,EAST,NORTH,0,1955,NORTH
25,WEST,NORTH,WEST,SOUTH,3,1508,SOUTH
10,WEST,SOUTH,EAST,NORTH,1,453,EAST
39,EAST,SOUTH,WEST,SOUTH,2,2327,SOUTH
40,WEST,SOUTH,EAST,SOUTH,1,2227,SOUTH
37,WEST,NORTH,EAST,NORTH,1,2082,NORTH
13,WEST,SOUTH,WEST,NORTH,0,635,WEST
28,EAST,SOUTH,WEST,SOUTH,2,1602,WEST
25,EAST,SOUTH,WEST,SOUTH,2,1410,WEST
18,WEST,SOUTH,WEST,NORTH,1,938,SOUTH
11,EAST,SOUTH,WEST,SOUTH,2,517,WEST
37,WEST,NORTH,EAST,SOUTH,3,2176,EAST
54,EAST,NORTH,EAST,NORTH,1,3057,NORTH
11,WEST,NORTH,EAST,SOUTH,3,567,WEST
17,WEST,SOUTH,WEST,NORTH,0,941,NORTH
43,EAST,SOUTH,EAST,NORTH,1,2370,EAST
12,EAST,SOUTH,WEST,NORTH,0,569,SOUTH
13,EAST,NORTH,EAST,SOUTH,2,637,SOUTH
7,WEST,NORTH,EAST,SOUTH,3,317,WEST
6,WEST,SOUTH,WEST,SOUTH,2,198,EAST
34,WEST,SOUTH,WEST,SOUTH,2,1884,EAST
20,WEST,NORTH,WEST,NORTH,0,1126,WEST
12,WEST,NORTH,WEST,NORTH,0,539,NORTH
28,EAST,SOUTH,EAST,NORTH,1,1562,EAST
11,EAST,NORTH,EAST,SOUTH,2,565,WEST
14,WEST,NORTH,EAST,NORTH,1,689,EAST
31,WEST,SOUTH,WEST,SOUTH,2,1707,SOUTH
7,WEST,SOUTH,WEST,NORTH,1,274,NORTH
36,EAST,SOUTH,EAST,NORTH,1,2149,NORTH
8,WEST,SOUTH,WEST,SOUTH,3,371,SOUTH
17,WEST,SOUTH,WEST,NORTH,0,908,NORTH
11,WEST,SOUTH,WEST,NORTH,1,539,NORTH
49,EAST,NORTH,EAST,SOUTH,2,2744,WEST
27,EAST,SOUTH,EAST,NORTH,1,1634,NORTH
32,WEST,SOUTH,EAST,SOUTH,1,1888,EAST
47,WEST,SOUTH,WEST,SOUTH,3,2632,SOUTH
46,WEST,NORTH,WEST,SOUTH,2,2571,SOUTH
26,WEST,SOUTH,EAST,NORTH,1,1466,NORTH
25,EAST,SOUTH,EAST,SOUTH,3,1478,EAST
47,WEST,SOUTH,WEST,SOUTH,1,2617,EAST
9,WEST,SOUTH,EAST,NORTH,1,423,NORTH
5,WEST,NORTH,WEST,NORTH,3,60,NORTH
32,WEST,SOUTH,WEST,SOUTH,0,1789,NORTH
24,WEST,SOUTH,EAST,NORTH,1,1408,EAST
18,WEST,SOUTH,WEST,NORTH,1,1005,NORTH
52,EAST,SOUTH,EAST,SOUTH,0,2922,SOUTH
14,WEST,NORTH,WEST,NORTH,1,702,EAST
40,EAST,SOUTH,EAST,SOUTH,3,2252,WEST
11,EAST,SOUTH,EAST,SOUTH,3,553,SOUTH
50,WEST,SOUTH,EAST,NORTH,1,2787,NORTH
11,EAST,SOUTH,EAST,SOUTH,3,559,SOUTH
8,WEST,SOUTH,WEST,SOUTH,3,298,SOUTH
26,EAST,NORTH,WEST,NORTH,2,1474,WEST
3,WEST,SOUTH,WEST,SOUTH,0,-47,WEST
28,EAST,SOUTH,EAST,NORTH,1,1574,NORTH
15,WEST,NORTH,WEST,NORTH,3,797,SOUTH
4,EAST,SOUTH,EAST,NORTH,1,49,SOUTH
37,WEST,NORTH,EAST,NORTH,1,2091,EAST
37,WEST,NORTH,EAST,NORTH,1,2104,EAST
4,WEST,SOUTH,WEST,SOUTH,1,39,SOUTH
35,WEST,NORTH,WEST,NORTH,0,1932,WEST
10,EAST,NORTH,EAST,NORTH,1,410,EAST
26,EAST,SOUTH,EAST,SOUTH,2,1565,SOUTH
53,EAST,SOUTH,EAST,SOUTH,1,2972,EAST
11,WEST,SOUTH,WEST,NORTH,1,522,EAST
10,EAST,NORTH,EAST,NORTH,2,500,WEST
3,WEST,NORTH,WEST,SOUTH,2,-1,EAST
25,EAST,NORTH,WEST,SOUTH,2,1435,SOUTH
7,EAST,SOUTH,EAST,SOUTH,0,279,NORTH
30,EAST,NORTH,EAST,NORTH,1,1810,EAST
48,EAST,SOUTH,EAST,NORTH,1,2684,NORTH
23,EAST,SOUTH,EAST,NORTH,1,1356,NORTH
14,EAST,SOUTH,WEST,SOUTH,2,691,WEST
5,WEST,NORTH,WEST,NORTH,3,55,EAST
15,WEST,SOUTH,WEST,SOUTH,1,772,SOUTH
31,WEST,NORTH,WEST,SOUTH,2,1737,EAST
11,WEST,SOUTH,WEST,SOUTH,2,506,WEST
5,WEST,NORTH,WEST,NORTH,2,163,WEST
34,WEST,NORTH,WEST,NORTH,0,1998,WEST
42,WEST,NORTH,WEST,NORTH,0,2328,WEST
18,WEST,NORTH,WEST,SOUTH,2,970,SOUTH
42,WEST,SOUTH,WEST,NORTH,0,2354,WEST
5,EAST,NORTH,WEST,SOUTH,2,109,WEST
20,WEST,NORTH,WEST,NORTH,0,1138,NORTH
11,EAST,NORTH,EAST,SOUTH,2,566,WEST
8,WEST,NORTH,EAST,NORTH,3,360,SOUTH
4,WEST,NORTH,WEST,NORTH,3,68,WEST
11,WEST,NORTH,WEST,NORTH,0,506,NORTH
11,EAST,NORTH,EAST,SOUTH,2,483,WEST
15,EAST,NORTH,EAST,SOUTH,3,810,SOUTH
21,EAST,SOUTH,EAST,SOUTH,2,1234,WEST
36,EAST,SOUTH,EAST,NORTH,1,2157,NORTH
40,EAST,SOUTH,EAST,SOUTH,0,2257,NORTH
44,EAST,SOUTH,WEST,NORTH,0,2440,WEST
9,EAST,SOUTH,EAST,SOUTH,0,407,WEST
10,WEST,SOUTH,EAST,SOUTH,1,434,NORTH
31,WEST,NORTH,WEST,SOUTH,2,1733,SOUTH
13,EAST,NORTH,WEST,NORTH,2,682,WEST
39,EAST,SOUTH,WEST,SOUTH,2,2330,WEST
19,WEST,NORTH,EAST,SOUTH,3,1070,EAST
23,WEST,SOUTH,EAST,NORTH,1,1366,EAST
16,WEST,NORTH,WEST,NORTH,0,773,WEST
21,WEST,NORTH,EAST,SOUTH,3,1187,SOUTH
7,WEST,SOUTH,WEST,NORTH,1,285,NORTH
3,WEST,NORTH,EAST,NORTH,1,-10,NORTH
25,WEST,NORTH,WEST,SOUTH,3,1507,SOUTH
13,EAST,NORTH,EAST,SOUTH,3,642,EAST
3,WEST,NORTH,WEST,SOUTH,2,-37,SOUTH
10,WEST,SOUTH,EAST,NORTH,1,452,EAST
35,EAST,NORTH,WEST,NORTH,0,1942,NORTH
26,WEST,SOUTH,EAST,NORTH,1,1474,NORTH
18,WEST,SOUTH,WEST,NORTH,1,1002,NORTH
42,WEST,SOUTH,WEST,NORTH,0,2352,WEST
23,WEST,SOUTH,EAST,NORTH,1,1378,EAST
48,EAST,NORTH,EAST,NORTH,1,2674,EAST
44,EAST,NORTH,WEST,NORTH,0,2456,EAST
46,WEST,NORTH,WEST,SOUTH,2,2569,SOUTH
5,WEST,NORTH,WEST,NORTH,1,154,WEST
24,WEST,NORTH,WEST,NORTH,0,1416,WEST
24,WEST,SOUTH,WEST,SOUTH,0,1429,WEST
22,WEST,SOUTH,WEST,SOUTH,0,1304,WEST
54,EAST,SOUTH,EAST,NORTH,1,3071,EAST
19,WEST,NORTH,EAST,SOUTH,3,1071,EAST
25,WEST,SOUTH,WEST,SOUTH,0,1386,WEST
12,EAST,SOUTH,EAST,SOUTH,3,570,EAST
24,WEST,SOUTH,EAST,NORTH,1,1415,SOUTH
12,EAST,SOUTH,EAST,SOUTH,2,561,SOUTH
28,EAST,NORTH,EAST,NORTH,1,1542,NORTH
8,EAST,SOUTH,WEST,SOUTH,2,366,WEST
38,EAST,SOUTH,EAST,SOUTH,2,2245,SOUTH
8,WEST,SOUTH,WEST,SOUTH,2,348,SOUTH
12,EAST,SOUTH,EAST,SOUTH,3,573,EAST
31,WEST,NORTH,WEST,SOUTH,2,1727,SOUTH
43,EAST,NORTH,EAST,NORTH,3,2375,SOUTH
4,WEST,SOUTH,WEST,NORTH,0,-17,WEST
23,EAST,NORTH,EAST,NORTH,0,1264,NORTH
14,EAST,NORTH,EAST,NORTH,0,692,NORTH
10,WEST,NORTH,WEST,SOUTH,2,473,WEST
10,EAST,SOUTH,WEST,SOUTH,2,475,SOUTH
43,EAST,SOUTH,EAST,NORTH,1,2365,EAST
5,WEST,NORTH,WEST,NORTH,2,41,SOUTH
28,EAST,SOUTH,WEST,SOUTH,2,1607,SOUTH
15,WEST,SOUTH,WEST,SOUTH,1,771,SOUTH
3,WEST,NORTH,WEST,SOUTH,2,-17,WEST
30,WEST,SOUTH,WEST,SOUTH,0,1741,SOUTH
12,EAST,SOUTH,EAST,NORTH,1,622,EAST
5,WEST,NORTH,WEST,NORTH,2,148,WEST
34,WEST,NORTH,EAST,NORTH,3,2028,EAST
25,EAST,NORTH,EAST,NORTH,0,1382,WEST
3,EAST,NORTH,EAST,SOUTH,3,-32,EAST
12,WEST,NORTH,EAST,SOUTH,3,592,SOUTH
35,EAST,SOUTH,WEST,NORTH,0,1958,NORTH
13,WEST,NORTH,WEST,NORTH,0,619,WEST
3,WEST,SOUTH,WEST,SOUTH,2,-41,SOUTH
26,WEST,NORTH,WEST,NORTH,2,1457,WEST
5,WEST,NORTH,WEST,NORTH,2,40,SOUTH
5,WEST,SOUTH,WEST,SOUTH,0,133,SOUTH
10,EAST,SOUTH,WEST,SOUTH,0,495,NORTH
22,EAST,SOUTH,WEST,SOUTH,2,1229,SOUTH
27,EAST,NORTH,EAST,SOUTH,3,1522,SOUTH
33,WEST,NORTH,EAST,NORTH,1,1856,EAST
7,WEST,SOUTH,EAST,SOUTH,1,297,EAST
51,EAST,SOUTH,EAST,SOUTH,3,2833,SOUTH
10,WEST,SOUTH,EAST,NORTH,1,460,EAST
22,WEST,SOUTH,EAST,SOUTH,3,1289,EAST
9,EAST,NORTH,EAST,NORTH,1,406,EAST
3,WEST,NORTH,EAST,SOUTH,3,-5,EAST
34,WEST,NORTH,EAST,NORTH,3,2027,EAST
10,WEST,SOUTH,WEST,SOUTH,0,443,WEST
32,WEST,SOUTH,WEST,SOUTH,0,1788,NORTH
54,EAST,NORTH,EAST,NORTH,1,3055,NORTH
26,WEST,SOUTH,EAST,NORTH,1,1471,NORTH
11,WEST,SOUTH,WEST,SOUTH,2,502,SOUTH
46,WEST,NORTH,WEST,SOUTH,3,2585,EAST
11,EAST,NORTH,EAST,SOUTH,2,563,WEST
10,EAST,NORTH,EAST,NORTH,1,406,EAST
15,EAST,SOUTH,WEST,SOUTH,2,734,SOUTH
35,WEST,NORTH,EAST,SOUTH,3,2086,SOUTH
3,EAST,NORTH,EAST,SOUTH,3,-45,EAST
16,EAST,SOUTH,WEST,SOUTH,2,880,SOUTH
13,EAST,SOUTH,WEST,NORTH,0,658,WEST
14,WEST,NORTH,EAST,NORTH,1,693,EAST
14,EAST,NORTH,EAST,NORTH,3,657,EAST
11,WEST,SOUTH,WEST,SOUTH,2,500,SOUTH
16,EAST,NORTH,WEST,SOUTH,2,843,SOUTH
10,EAST,NORTH,EAST,NORTH,2,474,SOUTH
7,EAST,NORTH,WEST,NORTH,0,234,NORTH
4,WEST,NORTH,WEST,NORTH,2,75,SOUTH
24,WEST,SOUTH,EAST,NORTH,1,1397,EAST
24,WEST,NORTH,WEST,NORTH,0,1415,WEST
43,EAST,SOUTH,EAST,NORTH,1,2363,EAST
15,WEST,NORTH,WEST,NORTH,3,801,EAST
38,EAST,NORTH,WEST,SOUTH,2,2157,SOUTH
14,EAST,SOUTH,EAST,NORTH,0,712,NORTH
40,WEST,NORTH,EAST,SOUTH,3,2297,NORTH
53,EAST,SOUTH,EAST,SOUTH,1,3008,EAST
26,EAST,SOUTH,EAST,SOUTH,2,1574,EAST
7,WEST,SOUTH,EAST,SOUTH,3,302,SOUTH
24,EAST,NORTH,EAST,NORTH,0,1347,SOUTH
23,WEST,SOUTH,EAST,NORTH,1,1362,NORTH
33,WEST,SOUTH,WEST,SOUTH,2,1974,SOUTH
6,WEST,SOUTH,WEST,SOUTH,1,144,EAST
14,WEST,NORTH,WEST,NORTH,3,710,WEST
10,WEST,SOUTH,EAST,NORTH,1,457,NORTH
4,EAST,NORTH,EAST,NORTH,0,37,NORTH
10,EAST,SOUTH,WEST,SOUTH,2,477,SOUTH
3,EAST,SOUTH,EAST,SOUTH,2,-63,SOUTH
45,WEST,NORTH,WEST,NORTH,0,2497,WEST
9,WEST,SOUTH,WEST,NORTH,0,419,NORTH
34,WEST,NORTH,EAST,NORTH,1,2022,SOUTH
3,WEST,NORTH,EAST,NORTH,3,-18,EAST
43,EAST,NORTH,EAST,NORTH,3,2378,EAST
13,WEST,NORTH,EAST,SOUTH,3,677,EAST
3,EAST,NORTH,EAST,NORTH,3,-45,EAST
31,WEST,NORTH,WEST,NORTH,2,1851,WEST
32,EAST,SOUTH,EAST,SOUTH,1,1881,EAST
3,WEST,NORTH,WEST,NORTH,2,-16,WEST
9,EAST,SOUTH,EAST,NORTH,1,432,EAST
18,WEST,NORTH,WEST,NORTH,1,983,EAST
26,EAST,SOUTH,EAST,SOUTH,2,1572,EAST
14,EAST,NORTH,EAST,NORTH,1,729,SOUTH
16,EAST,SOUTH,EAST,SOUTH,2,855,EAST
21,WEST,NORTH,EAST,SOUTH,3,1205,EAST
37,WEST,NORTH,EAST,SOUTH,3,2174,EAST
21,EAST,SOUTH,EAST,SOUTH,2,1232,WEST
10,WEST,NORTH,EAST,NORTH,1,431,EAST
13,EAST,SOUTH,WEST,NORTH,0,646,WEST
23,EAST,SOUTH,EAST,SOUTH,0,1363,NORTH
54,EAST,NORTH,EAST,NORTH,2,3035,WEST
15,EAST,NORTH,EAST,SOUTH,3,806,SOUTH
35,EAST,SOUTH,EAST,SOUTH,2,2033,SOUTH
6,WEST,NORTH,WEST,SOUTH,3,234,SOUTH
19,WEST,NORTH,EAST,NORTH,3,1017,EAST
10,WEST,SOUTH,EAST,SOUTH,1,447,EAST
3,WEST,NORTH,WEST,SOUTH,2,-10,EAST
20,WEST,SOUTH,WEST,SOUTH,0,1126,NORTH
35,EAST,SOUTH,EAST,SOUTH,3,2049,EAST
34,EAST,NORTH,WEST,NORTH,0,2049,WEST
17,WEST,SOUTH,WEST,SOUTH,0,930,SOUTH
29,WEST,NORTH,WEST,NORTH,0,1731,NORTH
13,EAST,SOUTH,WEST,NORTH,0,643,WEST
29,EAST,NORTH,WEST,NORTH,0,1621,WEST
46,WEST,NORTH,WEST,SOUTH,3,2582,EAST
42,WEST,SOUTH,WEST,NORTH,0,2347,NORTH
13,EAST,NORTH,EAST,SOUTH,3,659,EAST
26,EAST,SOUTH,EAST,SOUTH,2,1568,SOUTH
9,WEST,NORTH,WEST,NORTH,0,395,NORTH
5,WEST,SOUTH,WEST,SOUTH,2,146,EAST
50,WEST,SOUTH,EAST,NORTH,1,2777,NORTH
34,EAST,NORTH,WEST,NORTH,0,2044,NORTH
52,EAST,SOUTH,EAST,SOUTH,2,2923,SOUTH
11,EAST,NORTH,EAST,SOUTH,2,491,WEST
33,WEST,NORTH,EAST,NORTH,1,1833,NORTH
15,EAST,NORTH,EAST,NORTH,1,761,EAST
3,WEST,NORTH,WEST,SOUTH,2,-15,SOUTH
13,WEST,NORTH,WEST,NORTH,0,615,WEST
8,EAST,SOUTH,WEST,SOUTH,2,368,SOUTH
9,WEST,NORTH,WEST,NORTH,0,407,NORTH
4,EAST,SOUTH,EAST,NORTH,0,43,NORTH
14,EAST,SOUTH,EAST,NORTH,0,728,SOUTH
51,EAST,SOUTH,EAST,SOUTH,3,2838,SOUTH
15,EAST,NORTH,EAST,NORTH,1,756,EAST
22,WEST,SOUTH,WEST,SOUTH,0,1259,WEST
9,EAST,NORTH,EAST,NORTH,1,403,EAST
16,EAST,SOUTH,WEST,SOUTH,2,881,WEST
48,EAST,NORTH,EAST,NORTH,0,2660,NORTH
20,WEST,SOUTH,WEST,SOUTH,1,1147,WEST
7,WEST,NORTH,EAST,SOUTH,3,306,SOUTH
21,WEST,SOUTH,WEST,SOUTH,2,1213,WEST
23,WEST,SOUTH,WEST,SOUTH,0,1323,SOUTH
6,EAST,SOUTH,EAST,SOUTH,1,198,EAST
28,EAST,SOUTH,EAST,NORTH,1,1558,NORTH
3,WEST,NORTH,EAST,SOUTH,3,-8,EAST
12,EAST,SOUTH,EAST,NORTH,1,550,EAST
4,EAST,SOUTH,WEST,NORTH,0,12,WEST
15,EAST,SOUTH,EAST,SOUTH,2,790,SOUTH
16,EAST,NORTH,EAST,NORTH,1,836,NORTH
28,EAST,NORTH,EAST,SOUTH,2,1689,SOUTH
18,WEST,NORTH,WEST,NORTH,0,922,NORTH
28,EAST,SOUTH,WEST,SOUTH,2,1603,WEST
14,EAST,NORTH,EAST,NORTH,1,726,EAST
33,WEST,NORTH,EAST,NORTH,1,1852,EAST
4,WEST,NORTH,WEST,NORTH,3,80,SOUTH
10,WEST,NORTH,WEST,SOUTH,2,468,SOUTH
10,EAST,NORTH,EAST,NORTH,1,405,EAST
18,WEST,SOUTH,WEST,NORTH,1,934,EAST
30,WEST,SOUTH,WEST,SOUTH,2,1746,SOUTH
9,EAST,SOUTH,WEST,SOUTH,2,369,SOUTH
27,WEST,NORTH,EAST,SOUTH,3,1543,EAST
35,EAST,SOUTH,EAST,SOUTH,3,2079,SOUTH
26,WEST,SOUTH,EAST,NORTH,1,1467,NORTH
9,WEST,SOUTH,WEST,SOUTH,0,377,NORTH
18,WEST,SOUTH,WEST,NORTH,1,1008,WEST
37,EAST,NORTH,EAST,NORTH,1,2066,NORTH
27,EAST,NORTH,EAST,SOUTH,2,1519,EAST
53,EAST,SOUTH,EAST,SOUTH,1,2975,EAST
10,EAST,SOUTH,WEST,SOUTH,0,497,WEST
44,EAST,SOUTH,WEST,NORTH,0,2447,WEST
25,EAST,NORTH,WEST,SOUTH,2,1436,SOUTH
48,EAST,SOUTH,EAST,NORTH,1,2682,NORTH
23,WEST,SOUTH,EAST,NORTH,1,1372,EAST
30,WEST,NORTH,WEST,NORTH,1,1650,NORTH
9,EAST,NORTH,EAST,NORTH,0,412,NORTH
49,EAST,SOUTH,EAST,SOUTH,2,2716,SOUTH
4,EAST,NORTH,EAST,NORTH,0,36,NORTH
12,EAST,SOUTH,EAST,SOUTH,3,579,SOUTH
3,WEST,NORTH,WEST,SOUTH,2,-11,EAST
11,WEST,SOUTH,WEST,NORTH,0,512,NORTH
8,WEST,SOUTH,WEST,SOUTH,2,349,WEST
13,WEST,SOUTH,WEST,NORTH,0,622,WEST
33,WEST,SOUTH,EAST,NORTH,1,1867,NORTH
44,EAST,SOUTH,WEST,NORTH,0,2430,WEST
6,WEST,SOUTH,WEST,SOUTH,3,226,NORTH
5,WEST,NORTH,WEST,NORTH,1,149,NORTH
12,EAST,SOUTH,WEST,NORTH,0,554,WEST
10,WEST,NORTH,WEST,SOUTH,2,465,SOUTH
10,WEST,SOUTH,EAST,SOUTH,3,431,EAST
3,WEST,NORTH,EAST,NORTH,1,-3,EAST
8,WEST,NORTH,EAST,NORTH,3,361,EAST
32,WEST,SOUTH,EAST,SOUTH,3,1891,EAST
35,WEST,SOUTH,EAST,SOUTH,3,2060,SOUTH
23,WEST,SOUTH,EAST,NORTH,1,1389,EAST
29,EAST,NORTH,WEST,NORTH,0,1599,WEST
36,WEST,SOUTH,WEST,NORTH,0,2094,NORTH
6,WEST,SOUTH,WEST,SOUTH,3,220,SOUTH
22,WEST,SOUTH,WEST,SOUTH,0,1232,NORTH
33,WEST,NORTH,EAST,NORTH,1,1866,NORTH
11,WEST,NORTH,WEST,NORTH,0,506,NORTH
22,WEST,SOUTH,WEST,SOUTH,0,1255,NORTH
20,WEST,NORTH,WEST,NORTH,0,1128,NORTH
10,WEST,SOUTH,EAST,NORTH,1,440,NORTH
3,EAST,NORTH,EAST,NORTH,3,-40,EAST
33,WEST,NORTH,EAST,NORTH,1,1828,EAST
3,WEST,NORTH,WEST,SOUTH,2,-16,SOUTH
10,WEST,SOUTH,EAST,NORTH,1,454,NORTH
7,WEST,NORTH,WEST,NORTH,0,227,WEST
13,EAST,SOUTH,WEST,NORTH,0,649,WEST
27,EAST,SOUTH,EAST,SOUTH,2,1492,SOUTH
5,EAST,NORTH,WEST,SOUTH,2,99,SOUTH
46,WEST,NORTH,WEST,SOUTH,2,2555,SOUTH
24,EAST,NORTH,EAST,NORTH,0,1345,SOUTH
4,WEST,NORTH,WEST,NORTH,2,69,WEST
44,EAST,SOUTH,WEST,NORTH,0,2428,NORTH
10,WEST,NORTH,WEST,SOUTH,2,477,WEST
33,WEST,NORTH,WEST,SOUTH,2,1978,SOUTH
34,WEST,NORTH,WEST,NORTH,0,2011,WEST
10,WEST,NORTH,WEST,SOUTH,2,488,SOUTH
4,EAST,SOUTH,WEST,NORTH,0,31,SOUTH
42,WEST,NORTH,WEST,NORTH,0,2330,NORTH
47,WEST,SOUTH,WEST,SOUTH,1,2615,EAST
13,WEST,SOUTH,WEST,NORTH,0,626,WEST
40,WEST,NORTH,EAST,SOUTH,3,2295,NORTH
21,WEST,SOUTH,EAST,SOUTH,3,1175,EAST
25,EAST,NORTH,EAST,NORTH,0,1418,WEST
16,EAST,NORTH,EAST,SOUTH,3,870,EAST
6,EAST,NORTH,EAST,NORTH,1,125,EAST
20,WEST,SOUTH,WEST,SOUTH,2,1103,SOUTH
25,EAST,SOUTH,WEST,SOUTH,0,1394,WEST
28,WEST,SOUTH,WEST,SOUTH,2,1588,WEST
16,EAST,SOUTH,EAST,SOUTH,3,865,SOUTH
32,WEST,SOUTH,WEST,SOUTH,0,1771,WEST
34,WEST,NORTH,WEST,NORTH,0,2015,WEST
5,WEST,NORTH,WEST,NORTH,2,154,SOUTH
11,WEST,NORTH,WEST,NORTH,0,511,NORTH
11,WEST,NORTH,WEST,NORTH,0,508,NORTH
9,EAST,NORTH,WEST,SOUTH,2,387,NORTH
29,WEST,NORTH,WEST,NORTH,0,1728,NORTH
9,WEST,SOUTH,WEST,NORTH,0,430,EAST
9,WEST,SOUTH,WEST,SOUTH,2,358,WEST
10,EAST,NORTH,WEST,SOUTH,2,494,EAST
24,WEST,SOUTH,WEST,SOUTH,0,1426,WEST
26,WEST,SOUTH,EAST,NORTH,1,1472,NORTH
44,EAST,NORTH,WEST,NORTH,0,2459,EAST
9,EAST,SOUTH,EAST,SOUTH,2,414,WEST
24,WEST,SOUTH,EAST,NORTH,1,1413,SOUTH
11,WEST,SOUTH,WEST,SOUTH,3,482,WEST
11,EAST,SOUTH,EAST,SOUTH,3,543,SOUTH
26,WEST,SOUTH,WEST,SOUTH,2,1579,EAST
16,WEST,NORTH,WEST,NORTH,0,785,NORTH
28,EAST,NORTH,EAST,NORTH,1,1540,NORTH
28,WEST,SOUTH,WEST,SOUTH,0,1582,WEST
11,WEST,SOUTH,WEST,NORTH,1,535,EAST
43,WEST,NORTH,EAST,NORTH,3,2404,EAST
42,WEST,SOUTH,WEST,NORTH,0,2348,NORTH
12,WEST,SOUTH,EAST,NORTH,1,561,NORTH
15,WEST,SOUTH,WEST,SOUTH,3,773,SOUTH
7,WEST,NORTH,WEST,NORTH,0,224,WEST
21,WEST,NORTH,EAST,SOUTH,3,1178,EAST
32,WEST,NORTH,WEST,NORTH,1,1921,EAST
35,WEST,NORTH,EAST,SOUTH,3,2088,EAST
27,EAST,SOUTH,EAST,SOUTH,2,1493,SOUTH
50,WEST,SOUTH,EAST,NORTH,1,2792,NORTH
7,EAST,SOUTH,EAST,SOUTH,1,289,EAST
31,EAST,NORTH,WEST,NORTH,2,1868,WEST
24,EAST,NORTH,EAST,NORTH,1,1358,EAST
26,EAST,NORTH,EAST,NORTH,1,1421,EAST
14,WEST,NORTH,EAST,NORTH,3,673,NORTH
29,EAST,NORTH,WEST,NORTH,0,1740,NORTH
