@RELATION snake_game_train

@ATTRIBUTE snake_length NUMERIC
@ATTRIBUTE snake_x {WEST, EAST}
@ATTRIBUTE snake_y {NORTH, SOUTH}
@ATTRIBUTE food_x {WEST, EAST}
@ATTRIBUTE food_y {NORTH, SOUTH}
@ATTRIBUTE rel_pos {0, 1, 2, 3}
@ATTRIBUTE score NUMERIC
@ATTRIBUTE direction {NORTH, SOUTH, WEST, EAST}

@DATA
47,WEST,SOUTH,WEST,SOUTH,3,2630,SOUTH
31,WEST,NORTH,WEST,SOUTH,2,1735,EAST
44,EAST,SOUTH,WEST,NORTH,0,2437,WEST
13,EAST,NORTH,EAST,SOUTH,3,632,NORTH
27,EAST,SOUTH,EAST,SOUTH,2,1507,SOUTH
26,WEST,SOUTH,EAST,NORTH,1,1486,WEST
4,WEST,SOUTH,WEST,NORTH,0,-6,NORTH
25,EAST,SOUTH,EAST,SOUTH,3,1486,EAST
9,EAST,SOUTH,EAST,SOUTH,0,405,WEST
17,WEST,SOUTH,WEST,NORTH,0,900,NORTH
7,EAST,SOUTH,EAST,SOUTH,0,283,NORTH
9,EAST,SOUTH,WEST,SOUTH,2,377,WEST
11,WEST,SOUTH,WEST,NORTH,1,527,EAST
50,EAST,NORTH,EAST,NORTH,1,2755,EAST
53,EAST,SOUTH,EAST,SOUTH,1,2993,WEST
14,WEST,NORTH,WEST,NORTH,3,706,SOUTH
16,EAST,SOUTH,WEST,SOUTH,0,877,WEST
27,EAST,SOUTH,EAST,SOUTH,2,1494,SOUTH
10,EAST,SOUTH,WEST,SOUTH,0,464,WEST
20,WEST,NORTH,WEST,NORTH,0,1113,WEST
25,EAST,NORTH,EAST,NORTH,2,1409,EAST
4,WEST,NORTH,WEST,NORTH,0,-32,WEST
18,WEST,NORTH,WEST,SOUTH,2,968,SOUTH
23,WEST,SOUTH,EAST,NORTH,1,1383,NORTH
31,EAST,NORTH,WEST,NORTH,2,1872,WEST
40,EAST,SOUTH,EAST,SOUTH,1,2265,EAST
54,EAST,NORTH,EAST,NORTH,3,3034,WEST
29,EAST,NORTH,WEST,NORTH,0,1615,WEST
18,WEST,NORTH,WEST,NORTH,2,1013,WEST
33,WEST,NORTH,EAST,NORTH,1,1859,NORTH
14,WEST,NORTH,EAST,NORTH,1,678,EAST
53,EAST,SOUTH,EAST,SOUTH,1,2989,WEST
46,WEST,NORTH,WEST,SOUTH,2,2581,EAST
13,EAST,NORTH,EAST,SOUTH,3,643,EAST
19,EAST,NORTH,EAST,SOUTH,2,1055,SOUTH
11,EAST,NORTH,EAST,SOUTH,2,482,SOUTH
10,EAST,SOUTH,WEST,SOUTH,2,489,SOUTH
5,WEST,SOUTH,WEST,SOUTH,2,82,SOUTH
25,WEST,SOUTH,WEST,SOUTH,3,1488,SOUTH
30,WEST,SOUTH,WEST,NORTH,1,1666,SOUTH
26,WEST,NORTH,WEST,NORTH,2,1464,WEST
5,EAST,NORTH,WEST,SOUTH,2,114,WEST
22,WEST,SOUTH,WEST,SOUTH,2,1312,SOUTH
36,EAST,NORTH,EAST,NORTH,0,2127,NORTH
48,WEST,SOUTH,EAST,NORTH,1,2696,NORTH
29,WEST,NORTH,WEST,NORTH,0,1582,WEST
5,WEST,SOUTH,WEST,SOUTH,3,123,SOUTH
12,EAST,SOUTH,EAST,NORTH,1,614,NORTH
10,WEST,SOUTH,WEST,SOUTH,0,448,WEST
27,EAST,SOUTH,EAST,SOUTH,3,1519,EAST
19,WEST,SOUTH,WEST,SOUTH,2,1058,EAST
21,WEST,NORTH,EAST,SOUTH,3,1201,EAST
16,EAST,NORTH,WEST,SOUTH,2,848,WEST
4,WEST,NORTH,WEST,NORTH,3,79,EAST
9,WEST,SOUTH,WEST,NORTH,0,424,NORTH
8,EAST,SOUTH,WEST,SOUTH,2,357,WEST
24,EAST,SOUTH,EAST,NORTH,1,1385,NORTH
20,EAST,SOUTH,EAST,SOUTH,1,1147,SOUTH
4,WEST,SOUTH,WEST,SOUTH,0,34,NORTH
4,WEST,SOUTH,WEST,SOUTH,0,33,NORTH
24,WEST,SOUTH,EAST,NORTH,1,1398,EAST
9,WEST,SOUTH,WEST,SOUTH,2,365,WEST
18,WEST,SOUTH,WEST,NORTH,0,929,NORTH
8,WEST,SOUTH,WEST,SOUTH,2,353,WEST
38,EAST,SOUTH,EAST,SOUTH,2,2244,SOUTH
47,WEST,SOUTH,WEST,SOUTH,3,2634,WEST
17,WEST,SOUTH,WEST,SOUTH,0,916,WEST
13,EAST,SOUTH,EAST,SOUTH,2,632,SOUTH
37,WEST,NORTH,WEST,NORTH,0,2198,WEST
4,WEST,SOUTH,WEST,SOUTH,0,38,EAST
12,WEST,NORTH,WEST,NORTH,0,592,WEST
17,WEST,NORTH,WEST,SOUTH,2,847,SOUTH
7,WEST,SOUTH,EAST,SOUTH,3,296,EAST
20,EAST,SOUTH,WEST,NORTH,0,1145,NORTH
22,WEST,SOUTH,WEST,SOUTH,2,1308,SOUTH
37,WEST,NORTH,EAST,SOUTH,3,2182,WEST
15,WEST,SOUTH,WEST,SOUTH,1,770,SOUTH
8,EAST,NORTH,EAST,NORTH,1,333,EAST
18,WEST,NORTH,WEST,NORTH,0,996,WEST
15,EAST,NORTH,EAST,NORTH,1,760,EAST
11,WEST,SOUTH,WEST,NORTH,1,528,NORTH
14,EAST,SOUTH,EAST,NORTH,0,726,WEST
5,WEST,NORTH,WEST,NORTH,1,144,NORTH
41,EAST,SOUTH,WEST,SOUTH,2,2303,SOUTH
26,WEST,NORTH,WEST,NORTH,0,1452,WEST
50,WEST,NORTH,EAST,NORTH,1,2765,NORTH
14,EAST,NORTH,EAST,NORTH,0,704,WEST
14,EAST,SOUTH,EAST,NORTH,0,725,WEST
22,EAST,SOUTH,WEST,SOUTH,2,1233,WEST
14,EAST,NORTH,EAST,NORTH,0,698,WEST
17,WEST,SOUTH,WEST,NORTH,0,942,NORTH
15,EAST,SOUTH,WEST,SOUTH,2,735,SOUTH
25,WEST,SOUTH,WEST,SOUTH,3,1498,SOUTH
37,WEST,NORTH,EAST,SOUTH,3,2170,SOUTH
6,EAST,SOUTH,EAST,SOUTH,1,189,NORTH
14,WEST,SOUTH,WEST,SOUTH,2,680,WEST
14,WEST,NORTH,WEST,NORTH,3,709,WEST
33,WEST,NORTH,EAST,NORTH,1,1863,EAST
7,WEST,SOUTH,EAST,SOUTH,3,294,EAST
12,EAST,SOUTH,EAST,NORTH,1,540,EAST
34,EAST,NORTH,WEST,NORTH,0,2030,WEST
9,EAST,NORTH,EAST,NORTH,0,415,NORTH
9,WEST,SOUTH,WEST,SOUTH,2,353,WEST
23,WEST,SOUTH,EAST,NORTH,1,1306,EAST
9,WEST,NORTH,WEST,NORTH,0,397,NORTH
31,WEST,SOUTH,WEST,SOUTH,2,1714,WEST
29,WEST,NORTH,WEST,NORTH,1,1720,NORTH
20,WEST,SOUTH,WEST,SOUTH,3,1137,EAST
41,EAST,SOUTH,WEST,SOUTH,2,2288,WEST
54,EAST,NORTH,EAST,NORTH,1,3044,NORTH
23,WEST,SOUTH,EAST,NORTH,1,1310,SOUTH
31,WEST,NORTH,WEST,NORTH,0,1845,WEST
13,EAST,NORTH,EAST,SOUTH,3,619,EAST
14,WEST,NORTH,EAST,NORTH,1,674,NORTH
29,WEST,SOUTH,WEST,SOUTH,2,1657,EAST
25,EAST,SOUTH,WEST,SOUTH,0,1400,WEST
33,WEST,SOUTH,WEST,SOUTH,2,1972,SOUTH
8,EAST,SOUTH,EAST,NORTH,0,290,WEST
15,EAST,NORTH,WEST,SOUTH,2,743,SOUTH
35,WEST,NORTH,WEST,NORTH,0,1926,WEST
40,WEST,NORTH,EAST,SOUTH,3,2276,SOUTH
22,WEST,SOUTH,WEST,SOUTH,2,1309,SOUTH
9,WEST,SOUTH,WEST,SOUTH,0,369,WEST
17,WEST,SOUTH,WEST,NORTH,0,936,NORTH
47,WEST,SOUTH,WEST,SOUTH,3,2621,SOUTH
25,EAST,NORTH,WEST,SOUTH,2,1437,SOUTH
24,EAST,NORTH,EAST,NORTH,1,1332,NORTH
37,EAST,NORTH,EAST,NORTH,1,2067,NORTH
17,WEST,NORTH,WEST,NORTH,0,927,NORTH
52,EAST,SOUTH,EAST,SOUTH,2,2924,SOUTH
16,EAST,SOUTH,WEST,SOUTH,2,885,WEST
35,EAST,SOUTH,EAST,SOUTH,2,2035,SOUTH
15,EAST,SOUTH,WEST,SOUTH,2,740,SOUTH
29,WEST,NORTH,WEST,NORTH,0,1592,WEST
17,WEST,SOUTH,WEST,NORTH,0,945,NORTH
19,WEST,NORTH,EAST,SOUTH,3,1084,SOUTH
16,WEST,NORTH,WEST,NORTH,0,768,NORTH
4,WEST,NORTH,WEST,NORTH,0,-31,WEST
16,WEST,SOUTH,WEST,SOUTH,2,823,SOUTH
23,WEST,NORTH,WEST,SOUTH,2,1329,NORTH
29,WEST,NORTH,WEST,NORTH,0,1732,NORTH
25,EAST,NORTH,EAST,NORTH,1,1414,WEST
7,WEST,NORTH,WEST,NORTH,1,270,NORTH
16,WEST,SOUTH,WEST,NORTH,0,815,NORTH
44,EAST,SOUTH,WEST,NORTH,0,2438,WEST
13,EAST,SOUTH,EAST,SOUTH,2,635,SOUTH
11,WEST,SOUTH,WEST,NORTH,1,528,EAST
22,EAST,SOUTH,WEST,SOUTH,2,1236,WEST
4,WEST,SOUTH,WEST,NORTH,0,-1,WEST
34,EAST,NORTH,WEST,SOUTH,2,1920,SOUTH
23,EAST,SOUTH,EAST,NORTH,0,1274,EAST
48,EAST,NORTH,EAST,NORTH,0,2659,NORTH
10,WEST,SOUTH,WEST,SOUTH,0,450,WEST
12,EAST,SOUTH,EAST,NORTH,1,616,NORTH
4,WEST,NORTH,WEST,NORTH,1,64,SOUTH
35,EAST,NORTH,EAST,SOUTH,2,2096,SOUTH
16,EAST,SOUTH,EAST,SOUTH,3,861,EAST
20,EAST,SOUTH,WEST,NORTH,0,1152,SOUTH
11,WEST,SOUTH,WEST,SOUTH,2,496,WEST
15,EAST,SOUTH,EAST,SOUTH,2,791,SOUTH
30,WEST,NORTH,WEST,NORTH,1,1648,NORTH
16,WEST,SOUTH,WEST,SOUTH,0,860,WEST
29,WEST,SOUTH,WEST,SOUTH,3,1662,EAST
6,WEST,NORTH,EAST,NORTH,1,131,EAST
31,EAST,NORTH,WEST,NORTH,2,1883,SOUTH
25,WEST,SOUTH,WEST,SOUTH,3,1502,SOUTH
21,WEST,SOUTH,EAST,SOUTH,3,1178,EAST
23,EAST,SOUTH,EAST,NORTH,0,1273,NORTH
5,WEST,SOUTH,WEST,SOUTH,2,75,SOUTH
35,EAST,SOUTH,EAST,SOUTH,3,2054,EAST
27,EAST,NORTH,EAST,SOUTH,2,1503,SOUTH
34,WEST,SOUTH,WEST,SOUTH,3,1886,SOUTH
10,EAST,NORTH,EAST,NORTH,2,494,SOUTH
46,WEST,NORTH,WEST,SOUTH,3,2587,EAST
11,WEST,SOUTH,WEST,NORTH,1,531,NORTH
10,WEST,NORTH,WEST,SOUTH,2,491,EAST
13,WEST,NORTH,WEST,NORTH,0,605,NORTH
37,WEST,NORTH,WEST,NORTH,0,2188,NORTH
9,WEST,SOUTH,WEST,SOUTH,0,378,EAST
7,EAST,NORTH,EAST,NORTH,3,208,WEST
54,EAST,NORTH,EAST,NORTH,1,3054,NORTH
27,EAST,NORTH,EAST,SOUTH,2,1506,SOUTH
37,WEST,NORTH,EAST,NORTH,1,2102,EAST
21,EAST,SOUTH,EAST,SOUTH,2,1226,WEST
15,EAST,SOUTH,WEST,SOUTH,0,719,WEST
11,EAST,SOUTH,EAST,SOUTH,3,558,SOUTH
4,WEST,NORTH,WEST,NORTH,1,63,EAST
44,EAST,NORTH,WEST,NORTH,0,2424,NORTH
34,WEST,SOUTH,WEST,SOUTH,1,1867,EAST
48,EAST,NORTH,EAST,NORTH,0,2661,NORTH
22,WEST,SOUTH,WEST,SOUTH,0,1235,NORTH
27,EAST,NORTH,EAST,SOUTH,2,1496,SOUTH
11,EAST,SOUTH,WEST,SOUTH,2,511,SOUTH
39,WEST,SOUTH,WEST,SOUTH,2,2308,WEST
11,WEST,SOUTH,WEST,SOUTH,2,491,SOUTH
11,WEST,NORTH,WEST,NORTH,0,505,NORTH
22,WEST,SOUTH,WEST,SOUTH,0,1301,WEST
15,EAST,SOUTH,WEST,SOUTH,2,726,SOUTH
28,EAST,NORTH,EAST,NORTH,1,1547,NORTH
3,EAST,NORTH,EAST,NORTH,3,-29,EAST
24,WEST,SOUTH,WEST,SOUTH,0,1437,WEST
14,WEST,NORTH,EAST,NORTH,1,744,NORTH
15,EAST,NORTH,EAST,SOUTH,3,817,SOUTH
9,WEST,SOUTH,EAST,NORTH,1,440,NORTH
49,EAST,NORTH,EAST,SOUTH,2,2740,SOUTH
17,WEST,NORTH,WEST,SOUTH,2,856,EAST
3,WEST,SOUTH,WEST,SOUTH,2,-43,SOUTH
16,EAST,SOUTH,EAST,NORTH,1,847,EAST
25,EAST,NORTH,EAST,NORTH,2,1402,EAST
24,WEST,SOUTH,WEST,SOUTH,0,1444,WEST
12,EAST,SOUTH,WEST,NORTH,0,556,NORTH
30,WEST,NORTH,WEST,NORTH,1,1641,NORTH
34,EAST,NORTH,WEST,NORTH,0,2033,NORTH
17,WEST,NORTH,WEST,SOUTH,3,862,EAST
9,EAST,SOUTH,EAST,NORTH,1,449,NORTH
7,EAST,SOUTH,EAST,SOUTH,0,284,NORTH
25,EAST,NORTH,EAST,NORTH,0,1394,SOUTH
10,EAST,SOUTH,WEST,SOUTH,2,487,SOUTH
37,WEST,NORTH,WEST,NORTH,0,2182,EAST
17,WEST,NORTH,WEST,SOUTH,2,854,SOUTH
5,WEST,NORTH,WEST,NORTH,2,37,SOUTH
33,EAST,NORTH,EAST,NORTH,1,1826,EAST
15,EAST,SOUTH,WEST,SOUTH,0,722,WEST
10,WEST,NORTH,WEST,SOUTH,2,472,SOUTH
11,EAST,SOUTH,WEST,SOUTH,2,515,WEST
20,EAST,SOUTH,WEST,NORTH,0,1144,NORTH
10,WEST,SOUTH,EAST,SOUTH,1,444,NORTH
8,EAST,SOUTH,WEST,SOUTH,2,363,SOUTH
18,WEST,NORTH,WEST,NORTH,3,1008,SOUTH
3,WEST,SOUTH,WEST,SOUTH,2,-43,SOUTH
25,EAST,NORTH,EAST,NORTH,0,1381,WEST
23,EAST,SOUTH,EAST,NORTH,0,1271,NORTH
19,EAST,NORTH,EAST,SOUTH,2,1058,EAST
46,WEST,NORTH,WEST,SOUTH,2,2559,SOUTH
12,EAST,SOUTH,EAST,NORTH,1,539,EAST
5,EAST,NORTH,WEST,SOUTH,2,111,SOUTH
17,WEST,NORTH,WEST,SOUTH,2,842,SOUTH
34,WEST,NORTH,EAST,NORTH,1,2040,EAST
25,WEST,SOUTH,WEST,SOUTH,3,1499,EAST
48,EAST,SOUTH,EAST,NORTH,1,2685,EAST
29,WEST,SOUTH,WEST,SOUTH,1,1674,NORTH
8,EAST,SOUTH,WEST,SOUTH,2,374,EAST
3,EAST,NORTH,EAST,SOUTH,2,-48,EAST
3,WEST,NORTH,WEST,SOUTH,2,-33,WEST
45,WEST,NORTH,WEST,NORTH,1,2489,NORTH
39,EAST,SOUTH,WEST,SOUTH,2,2324,SOUTH
32,WEST,SOUTH,WEST,SOUTH,0,1803,SOUTH
27,EAST,SOUTH,EAST,SOUTH,3,1517,EAST
40,WEST,SOUTH,EAST,SOUTH,1,2301,EAST
14,WEST,NORTH,EAST,NORTH,1,746,NORTH
34,EAST,NORTH,WEST,SOUTH,2,1895,SOUTH
40,EAST,SOUTH,EAST,SOUTH,1,2216,EAST
19,WEST,SOUTH,WEST,SOUTH,2,1054,SOUTH
17,WEST,NORTH,WEST,SOUTH,2,853,SOUTH
3,EAST,NORTH,EAST,NORTH,3,-34,SOUTH
20,WEST,SOUTH,WEST,SOUTH,0,1123,WEST
35,EAST,NORTH,WEST,NORTH,0,1938,NORTH
48,EAST,NORTH,EAST,NORTH,0,2655,NORTH
6,WEST,SOUTH,WEST,SOUTH,1,210,EAST
30,WEST,SOUTH,WEST,SOUTH,0,1734,WEST
17,WEST,SOUTH,WEST,SOUTH,0,910,WEST
21,WEST,NORTH,EAST,SOUTH,3,1177,EAST
10,WEST,SOUTH,EAST,SOUTH,1,441,NORTH
4,EAST,SOUTH,WEST,NORTH,0,10,WEST
22,EAST,SOUTH,WEST,SOUTH,0,1265,WEST
4,EAST,NORTH,EAST,NORTH,0,34,NORTH
13,EAST,NORTH,WEST,NORTH,2,675,WEST
17,WEST,NORTH,WEST,NORTH,0,921,NORTH
38,EAST,NORTH,WEST,SOUTH,2,2144,SOUTH
17,WEST,NORTH,WEST,SOUTH,3,860,EAST
13,EAST,SOUTH,WEST,NORTH,0,647,WEST
40,WEST,NORTH,EAST,SOUTH,3,2236,WEST
23,WEST,NORTH,WEST,SOUTH,2,1325,SOUTH
12,WEST,NORTH,WEST,NORTH,0,533,NORTH
4,EAST,SOUTH,WEST,NORTH,0,33,SOUTH
12,EAST,SOUTH,EAST,NORTH,1,549,EAST
10,EAST,NORTH,EAST,NORTH,2,489,WEST
39,EAST,SOUTH,WEST,SOUTH,2,2310,WEST
21,EAST,SOUTH,EAST,SOUTH,3,1154,EAST
40,WEST,NORTH,EAST,SOUTH,3,2230,SOUTH
14,EAST,SOUTH,EAST,NORTH,0,717,WEST
29,EAST,SOUTH,WEST,NORTH,0,1767,SOUTH
30,WEST,SOUTH,WEST,SOUTH,0,1730,WEST
8,EAST,SOUTH,EAST,NORTH,0,293,WEST
31,WEST,SOUTH,WEST,SOUTH,2,1712,WEST
34,WEST,SOUTH,WEST,SOUTH,2,1875,SOUTH
5,EAST,NORTH,WEST,SOUTH,2,100,WEST
20,WEST,SOUTH,WEST,SOUTH,3,1090,SOUTH
30,WEST,NORTH,EAST,NORTH,1,1815,EAST
26,WEST,SOUTH,EAST,NORTH,1,1482,WEST
3,WEST,NORTH,EAST,NORTH,1,-18,EAST
22,WEST,SOUTH,WEST,SOUTH,2,1217,WEST
15,EAST,NORTH,EAST,SOUTH,3,821,EAST
23,WEST,SOUTH,EAST,NORTH,1,1376,NORTH
14,EAST,NORTH,EAST,NORTH,0,678,NORTH
3,EAST,NORTH,EAST,SOUTH,3,-21,SOUTH
29,EAST,NORTH,WEST,NORTH,0,1630,SOUTH
3,EAST,NORTH,EAST,SOUTH,2,-55,SOUTH
3,EAST,NORTH,EAST,SOUTH,3,-42,EAST
17,WEST,SOUTH,WEST,SOUTH,0,918,WEST
54,EAST,NORTH,EAST,NORTH,1,3046,NORTH
37,EAST,SOUTH,EAST,SOUTH,1,2158,EAST
3,EAST,NORTH,EAST,SOUTH,3,-33,SOUTH
14,WEST,NORTH,EAST,NORTH,1,677,EAST
9,EAST,SOUTH,EAST,SOUTH,2,418,SOUTH
3,WEST,NORTH,WEST,SOUTH,2,-25,WEST
13,WEST,NORTH,WEST,NORTH,0,633,NORTH
48,WEST,SOUTH,EAST,NORTH,1,2700,EAST
3,WEST,NORTH,WEST,NORTH,2,-1,EAST
31,WEST,SOUTH,WEST,SOUTH,2,1715,WEST
35,EAST,NORTH,EAST,SOUTH,3,2080,SOUTH
40,EAST,NORTH,EAST,SOUTH,3,2241,NORTH
11,WEST,SOUTH,WEST,NORTH,1,546,NORTH
30,WEST,NORTH,WEST,NORTH,1,1675,SOUTH
27,WEST,NORTH,EAST,SOUTH,3,1526,EAST
42,WEST,NORTH,WEST,NORTH,0,2319,WEST
5,EAST,NORTH,WEST,SOUTH,2,105,SOUTH
8,WEST,NORTH,WEST,SOUTH,2,316,NORTH
47,WEST,SOUTH,WEST,SOUTH,3,2640,WEST
44,EAST,SOUTH,WEST,NORTH,0,2441,WEST
30,WEST,NORTH,WEST,NORTH,1,1673,SOUTH
15,EAST,NORTH,EAST,SOUTH,3,814,SOUTH
9,EAST,NORTH,EAST,NORTH,0,406,NORTH
23,EAST,SOUTH,EAST,NORTH,1,1296,NORTH
9,WEST,NORTH,WEST,NORTH,0,402,WEST
16,WEST,NORTH,WEST,NORTH,0,793,NORTH
8,WEST,SOUTH,WEST,SOUTH,2,295,EAST
4,WEST,NORTH,WEST,NORTH,0,59,NORTH
17,WEST,SOUTH,WEST,NORTH,0,901,WEST
9,EAST,SOUTH,EAST,NORTH,1,438,EAST
27,EAST,SOUTH,EAST,SOUTH,2,1480,SOUTH
24,EAST,NORTH,WEST,NORTH,0,1421,WEST
14,WEST,NORTH,EAST,NORTH,1,663,EAST
9,WEST,SOUTH,WEST,SOUTH,0,380,EAST
12,EAST,SOUTH,EAST,NORTH,0,534,NORTH
26,EAST,NORTH,EAST,NORTH,1,1425,NORTH
27,WEST,NORTH,EAST,SOUTH,3,1532,EAST
17,WEST,NORTH,WEST,SOUTH,2,852,SOUTH
5,WEST,NORTH,WEST,NORTH,2,139,SOUTH
14,EAST,SOUTH,WEST,SOUTH,2,705,WEST
12,WEST,SOUTH,EAST,NORTH,1,629,WEST
29,WEST,NORTH,WEST,NORTH,0,1595,WEST
21,EAST,SOUTH,EAST,SOUTH,2,1240,EAST
32,WEST,SOUTH,WEST,SOUTH,0,1769,WEST
41,EAST,SOUTH,WEST,SOUTH,0,2277,WEST
14,EAST,NORTH,EAST,NORTH,1,683,NORTH
40,WEST,SOUTH,EAST,SOUTH,1,2304,NORTH
16,EAST,SOUTH,EAST,NORTH,1,852,EAST
17,WEST,SOUTH,WEST,SOUTH,0,914,WEST
3,WEST,NORTH,EAST,SOUTH,3,-6,EAST
22,WEST,SOUTH,WEST,SOUTH,0,1238,NORTH
14,EAST,NORTH,EAST,NORTH,0,688,WEST
3,WEST,NORTH,WEST,SOUTH,2,-26,WEST
48,EAST,NORTH,EAST,NORTH,1,2675,NORTH
12,WEST,NORTH,EAST,SOUTH,3,589,SOUTH
34,EAST,NORTH,WEST,NORTH,0,2047,WEST
26,WEST,SOUTH,EAST,NORTH,1,1462,NORTH
45,WEST,NORTH,WEST,NORTH,0,2515,NORTH
12,EAST,SOUTH,EAST,NORTH,1,621,NORTH
13,WEST,NORTH,EAST,SOUTH,3,688,WEST
16,WEST,NORTH,WEST,NORTH,0,783,WEST
12,EAST,SOUTH,EAST,SOUTH,3,578,SOUTH
46,WEST,SOUTH,WEST,SOUTH,2,2552,SOUTH
19,WEST,NORTH,EAST,SOUTH,3,1079,SOUTH
35,WEST,NORTH,EAST,SOUTH,3,2084,EAST
36,WEST,NORTH,WEST,NORTH,2,2014,SOUTH
22,WEST,SOUTH,WEST,SOUTH,0,1252,NORTH
3,EAST,NORTH,EAST,SOUTH,3,-20,EAST
11,WEST,SOUTH,WEST,NORTH,1,551,SOUTH
37,WEST,NORTH,EAST,NORTH,1,2095,EAST
7,EAST,SOUTH,EAST,SOUTH,0,285,EAST
42,WEST,SOUTH,WEST,NORTH,0,2353,WEST
3,WEST,NORTH,WEST,NORTH,2,-11,WEST
4,EAST,NORTH,EAST,NORTH,0,40,NORTH
24,WEST,SOUTH,EAST,NORTH,1,1394,EAST
33,WEST,NORTH,EAST,NORTH,1,1844,EAST
28,EAST,NORTH,EAST,NORTH,1,1543,NORTH
50,WEST,SOUTH,EAST,NORTH,1,2790,NORTH
7,WEST,SOUTH,WEST,SOUTH,2,273,WEST
10,EAST,NORTH,EAST,NORTH,2,470,SOUTH
33,WEST,NORTH,EAST,NORTH,1,1837,EAST
42,WEST,SOUTH,WEST,NORTH,0,2338,NORTH
49,EAST,SOUTH,EAST,SOUTH,2,2706,SOUTH
4,WEST,SOUTH,WEST,NORTH,0,-18,WEST
18,WEST,NORTH,WEST,NORTH,0,995,WEST
31,WEST,NORTH,WEST,SOUTH,2,1732,SOUTH
28,EAST,NORTH,EAST,SOUTH,2,1699,WEST
19,WEST,SOUTH,WEST,SOUTH,3,1059,EAST
17,WEST,NORTH,WEST,NORTH,0,893,NORTH
29,EAST,SOUTH,WEST,NORTH,0,1753,WEST
26,EAST,NORTH,EAST,NORTH,1,1438,EAST
46,WEST,NORTH,WEST,SOUTH,2,2562,SOUTH
18,WEST,SOUTH,WEST,NORTH,1,1000,EAST
12,EAST,SOUTH,EAST,SOUTH,3,575,EAST
37,WEST,NORTH,EAST,NORTH,1,2071,EAST
31,EAST,NORTH,WEST,NORTH,2,1884,SOUTH
21,EAST,NORTH,EAST,SOUTH,3,1168,SOUTH
36,WEST,SOUTH,WEST,NORTH,0,2087,NORTH
10,WEST,SOUTH,WEST,SOUTH,0,449,WEST
21,EAST,NORTH,EAST,SOUTH,3,1172,EAST
33,WEST,SOUTH,WEST,SOUTH,2,1976,SOUTH
48,EAST,NORTH,EAST,NORTH,1,2670,NORTH
3,WEST,NORTH,WEST,NORTH,2,-8,SOUTH
14,EAST,SOUTH,WEST,SOUTH,2,692,WEST
36,EAST,SOUTH,EAST,NORTH,1,2150,WEST
5,WEST,NORTH,WEST,NORTH,1,147,NORTH
20,WEST,SOUTH,WEST,SOUTH,0,1122,WEST
9,EAST,SOUTH,EAST,NORTH,1,459,EAST
28,EAST,NORTH,EAST,NORTH,1,1545,NORTH
33,WEST,NORTH,EAST,NORTH,1,1841,NORTH
32,WEST,SOUTH,WEST,SOUTH,0,1776,WEST
18,WEST,SOUTH,WEST,NORTH,0,931,NORTH
10,WEST,SOUTH,WEST,SOUTH,0,451,WEST
19,WEST,SOUTH,WEST,SOUTH,3,1061,SOUTH
12,EAST,SOUTH,WEST,NORTH,0,568,SOUTH
13,EAST,NORTH,WEST,NORTH,0,687,EAST
40,EAST,SOUTH,EAST,SOUTH,1,2264,EAST
6,WEST,SOUTH,WEST,SOUTH,2,199,EAST
4,WEST,SOUTH,WEST,SOUTH,3,52,WEST
5,WEST,NORTH,WEST,NORTH,2,137,SOUTH
20,WEST,SOUTH,WEST,SOUTH,1,1148,WEST
36,EAST,SOUTH,WEST,NORTH,0,2110,WEST
10,WEST,SOUTH,WEST,SOUTH,2,455,SOUTH
13,WEST,NORTH,WEST,NORTH,2,670,WEST
33,WEST,NORTH,WEST,SOUTH,2,2010,SOUTH
13,EAST,SOUTH,WEST,NORTH,0,659,SOUTH
12,EAST,NORTH,EAST,NORTH,0,600,NORTH
5,EAST,NORTH,WEST,SOUTH,2,104,WEST
28,EAST,NORTH,EAST,SOUTH,2,1693,SOUTH
12,WEST,NORTH,EAST,SOUTH,3,595,EAST
9,WEST,SOUTH,WEST,SOUTH,2,364,SOUTH
15,WEST,SOUTH,WEST,SOUTH,0,766,EAST
27,EAST,NORTH,EAST,SOUTH,2,1497,SOUTH
22,WEST,SOUTH,WEST,SOUTH,0,1243,WEST
5,WEST,SOUTH,WEST,SOUTH,2,81,SOUTH
23,WEST,SOUTH,EAST,NORTH,1,1363,EAST
20,WEST,NORTH,WEST,NORTH,0,1141,WEST
3,WEST,NORTH,EAST,NORTH,3,-2,EAST
8,EAST,SOUTH,WEST,SOUTH,2,362,SOUTH
16,WEST,SOUTH,WEST,SOUTH,0,864,WEST
26,WEST,NORTH,WEST,NORTH,2,1459,WEST
10,EAST,NORTH,EAST,NORTH,2,487,SOUTH
34,EAST,NORTH,EAST,NORTH,1,2006,EAST
17,WEST,SOUTH,WEST,SOUTH,0,911,WEST
17,WEST,SOUTH,WEST,NORTH,0,953,NORTH
16,WEST,NORTH,EAST,SOUTH,3,886,EAST
10,EAST,NORTH,EAST,NORTH,1,416,EAST
5,WEST,SOUTH,WEST,SOUTH,2,138,SOUTH
18,WEST,NORTH,WEST,NORTH,0,1005,EAST
26,EAST,NORTH,WEST,NORTH,2,1471,SOUTH
26,EAST,NORTH,WEST,NORTH,2,1470,SOUTH
54,EAST,NORTH,EAST,NORTH,2,3037,NORTH
40,WEST,SOUTH,EAST,SOUTH,1,2225,SOUTH
11,WEST,NORTH,WEST,NORTH,0,510,NORTH
